S	I	R	Total	Time
273.164532117	10.1653473476	12121.6681124	12404.9979918	95.0

275.451794541	10.2867094836	12119.2614771	12404.9999812	95.0

275.30812357	9.05017415051	12120.6399162	12404.9982139	96.0

277.573498205	9.16119517734	12118.2652899	12404.9999832	96.0

277.444550525	8.06088262624	12119.4929776	12404.9984108	97.0

279.688864128	8.1624068249	12117.1487141	12404.9999851	97.0

279.573089924	7.18287867463	12118.2426167	12404.9985853	98.0

281.797103692	7.27568676333	12115.9271963	12404.9999867	98.0

281.693120631	6.40330127254	12116.9023182	12404.9987401	99.0

283.897536107	6.48811430549	12114.6143377	12404.9999882	99.0

283.804110762	5.71081228132	12115.4839544	12404.9988774	100.0

285.989575186	5.78829547408	12113.2221188	12404.9999894	100.0

285.905606578	5.09541221781	12113.9979806	12404.9989994	101.0

288.072717728	5.16617866223	12111.7610942	12404.9999906	101.0

287.997222741	4.54827873149	12112.4536062	12404.9991077	102.0

290.146533322	4.61289297337	12110.2405653	12404.9999916	102.0

290.078633759	4.06162494391	12110.8589452	12404.9992039	103.0

292.210655386	4.12060640495	12108.6687307	12404.9999925	103.0

292.149566492	3.6285751676	12109.2211478	12404.9992895	104.0

294.264773304	3.68240139991	12107.0528186	12404.9999933	104.0

294.209793568	3.24305583638	12107.5465162	12404.9993656	105.0

296.308625507	3.29216560276	12105.3992029	12404.999994	105.0

296.25912761	2.89969975326	12105.8406059	12404.9994333	106.0

298.341993402	2.94449593071	12103.7135053	12404.9999947	106.0

298.297416174	2.59376200131	12104.1083154	12404.9994935	107.0

300.36469604	2.63461430832	12102.0006849	12404.9999952	107.0

300.324537302	2.32104607166	12102.3539638	12404.9995472	108.0

302.376585422	2.35829362223	12100.2651167	12404.9999957	108.0

302.340395631	2.07783894479	12100.5813605	12404.999595	109.0

304.377542389	2.1117926339	12098.5106612	12404.9999962	109.0

304.344918977	1.86085402008	12098.7938647	12404.9996377	110.0

306.367472999	1.8917987465	12096.7407248	12404.9999966	110.0

306.338055338	1.66718092705	12096.9944394	12404.9996757	111.0

308.346305355	1.69537766057	12094.9583139	12404.9999969	111.0

308.319770274	1.49424137295	12095.1856979	12404.9997096	112.0

310.313986812	1.51992907333	12093.1660814	12404.9999973	112.0

310.290044604	1.3397502867	12093.369945	12404.9997398	113.0

312.270481533	1.36314768231	12091.3663683	12404.9999975	113.0

312.2488724	1.20168161152	12091.5492129	12404.9997669	114.0

314.215768334	1.22298884551	12089.5612406	12404.9999978	114.0

314.196259216	1.07823817922	12089.7252936	12404.999791	115.0

316.149838803	1.09763833127	12087.7525209	12404.999998	115.0

316.132220552	0.967825169326	12087.8997668	12404.9998126	116.0

318.072695639	0.985485660771	12085.9418169	12404.9999982	116.0

318.056780503	0.869026717879	12086.0740246	12404.9998319	117.0

319.984351206	0.885100607863	12084.1305466	12404.9999984	117.0

319.969970577	0.780585294482	12084.2492932	12404.9998491	118.0

321.884826256	0.795212474545	12082.3199598	12404.9999986	118.0

321.871828667	0.70138351315	12082.4266523	12404.9998645	119.0

323.774148812	0.714691807291	12080.5111581	12404.9999987	119.0

323.762398147	0.630428083713	12080.6070521	12404.9998783	120.0

